"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Lisa Hannigan","Kate","F","3","Harrell","246.96118","paid","Lansing-East Lansing, MI","806","Lille","97"
"Alesana","Lily","F","64","Koch","317.962","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Apology","15"
"Metallica / Marianne Faithfull","Kate","F","4","Harrell","279.11791","paid","Lansing-East Lansing, MI","806","The Memory Remains","97"
"Avril Lavigne","Lily","F","65","Koch","242.41587","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","My Happy Ending","15"
"Bon Jovi","Kate","F","5","Harrell","250.69669","paid","Lansing-East Lansing, MI","806","Livin' On A Prayer","97"
"Radiohead","Lily","F","66","Koch","354.66404","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","How To Disappear Completely","15"
"Veracocha","Jordan","F","0","Hicks","506.93179","free","Salinas, CA","715","Carte Blanche","37"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Kate","F","6","Harrell","277.15873","paid","Lansing-East Lansing, MI","806","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","97"
"Dido","Lily","F","67","Koch","217.83465","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Thank You","15"
"Propagandhi","Chloe","F","3","Cuevas","139.20608","paid","San Francisco-Oakland-Hayward, CA","805","Oka Everywhere","49"
"Rick James","Kevin","M","1","Arellano","263.60118","free","Harrisburg-Carlisle, PA","714","Ghetto Life","66"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Kate","F","7","Harrell","375.19628","paid","Lansing-East Lansing, MI","806","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","97"
"Turisas","Lily","F","69","Koch","261.92934","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Battle Metal","15"
"Box Car Racer","Chloe","F","4","Cuevas","196.93669","paid","San Francisco-Oakland-Hayward, CA","805","There Is","49"
"Muse","Chloe","F","5","Cuevas","209.50159","paid","San Francisco-Oakland-Hayward, CA","805","Supermassive Black Hole (Twilight Soundtrack Version)","49"
"Otis Rush","Lily","F","70","Koch","176.63955","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Checking On My Baby","15"
"Mercyful Fate","Kate","F","8","Harrell","235.80689","paid","Lansing-East Lansing, MI","806","Listen To The Bell","97"
"Skye Sweetnam","Lily","F","71","Koch","158.40608","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Sharada","15"
"Ida Corr Vs Fedde Le Grand","Kate","F","9","Harrell","150.46485","paid","Lansing-East Lansing, MI","806","Let Me Think About It","97"
"Kurt Vile","Lily","F","72","Koch","202.34404","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Best Love","15"
"Steinski","Kate","F","10","Harrell","101.72036","paid","Lansing-East Lansing, MI","806","Product Of The Environment (Redfern Gowanus Electro Mix)","97"
"Shaggy / Brian & Tony Gold","Lily","F","73","Koch","199.94077","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Hey Sexy Lady","15"
"Bread","Lily","F","74","Koch","190.53669","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Look What You've Done (LP Version)","15"
"BeyoncÃÂ©","Lily","F","75","Koch","260.20526","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Be With You","15"
"Divinyls","Zachary","M","0","Thomas","227.68281","free","New York-Newark-Jersey City, NY-NJ-PA","592","I Touch Myself","19"
"Erin Bode","Lily","F","76","Koch","252.05506","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Here_ There And Everywhere","15"
"Drowning Pool","Zachary","M","1","Thomas","229.35465","free","New York-Newark-Jersey City, NY-NJ-PA","592","Reason I'm Alive (Explicit)","19"
"Brujeria","Zachary","M","2","Thomas","143.25506","free","New York-Newark-Jersey City, NY-NJ-PA","592","Pititis_ Te Invoco (Album Version)","19"
"Joyce Cooling","Zachary","M","3","Thomas","248.11057","free","New York-Newark-Jersey City, NY-NJ-PA","592","It's Time I Go (Jazz)","19"
"The White Stripes","Zachary","M","4","Thomas","160.31302","free","New York-Newark-Jersey City, NY-NJ-PA","592","Blue Orchid","19"
"R.I.O.","Zachary","M","5","Thomas","217.12934","free","New York-Newark-Jersey City, NY-NJ-PA","592","When The Sun Comes Down","19"
"Bap","Zachary","M","6","Thomas","277.21098","free","New York-Newark-Jersey City, NY-NJ-PA","592","FÃÂ¼r Maria (Album Version)","19"
"Guns N' Roses","Ryan","M","0","Smith","406.17751","free","San Jose-Sunnyvale-Santa Clara, CA","811","Paradise City","26"
"A3Bandas","Ryan","M","1","Smith","107.10159","free","San Jose-Sunnyvale-Santa Clara, CA","811","El arca de Noe","26"
"System of a Down","Emily","F","0","Benson","205.7922","paid","Augusta-Richmond County, GA-SC","768","Sad Statue","58"
"Ghostland Observatory","Emily","F","1","Benson","224.26077","paid","Augusta-Richmond County, GA-SC","768","Stranger Lover","58"
"Evergreen Terrace","Emily","F","2","Benson","172.38159","paid","Augusta-Richmond County, GA-SC","768","Zero","58"
"BjÃÂ¶rk","Kaleb","M","0","Cook","248.55465","free","Yuba City, CA","770","Human Behaviour","54"
"Evanescence","Kaleb","M","1","Cook","279.27465","free","Yuba City, CA","770","Tourniquet","54"
"The Rascals","Chloe","F","0","Cuevas","179.33016","paid","San Francisco-Oakland-Hayward, CA","816","People Got To Be Free","49"
"A Day To Remember","Chloe","F","1","Cuevas","213.81179","paid","San Francisco-Oakland-Hayward, CA","816","My Life For Hire","49"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Chloe","F","2","Cuevas","277.15873","paid","San Francisco-Oakland-Hayward, CA","816","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","49"
"Train","Chloe","F","3","Cuevas","213.68118","paid","San Francisco-Oakland-Hayward, CA","816","Shelter Me","49"
"Unearth","Kate","F","0","Harrell","283.58485","paid","Lansing-East Lansing, MI","817","Letting Go","97"
"Guns N' Roses","Chloe","F","4","Cuevas","459.20608","paid","San Francisco-Oakland-Hayward, CA","816","Sympathy For The Devil","49"
"Junior Kelly","Kate","F","1","Harrell","262.26893","paid","Lansing-East Lansing, MI","817","Jah Jah Live On","97"
"Kings Of Leon","Chloe","F","5","Cuevas","201.79546","paid","San Francisco-Oakland-Hayward, CA","816","Revelry","49"
"Eric Johnson","Kate","F","2","Harrell","183.37914","paid","Lansing-East Lansing, MI","817","S.R.V.","97"
"The Pretend It's December Choir","Chloe","F","6","Cuevas","265.53424","paid","San Francisco-Oakland-Hayward, CA","816","It's Christmas So We'll Stop (Choir Version)","49"
"Harmonia","Kate","F","4","Harrell","655.77751","paid","Lansing-East Lansing, MI","817","Sehr kosmisch","97"
"Vampire Weekend","Chloe","F","7","Cuevas","286.17098","paid","San Francisco-Oakland-Hayward, CA","816","Giving Up The Gun","49"
"Great White","Chloe","F","8","Cuevas","357.14567","paid","San Francisco-Oakland-Hayward, CA","816","House Of Broken Love","49"
"Sublime","Kate","F","5","Harrell","172.5122","paid","Lansing-East Lansing, MI","817","Right Back","97"
"Andres Calamaro","Kate","F","6","Harrell","276.13995","paid","Lansing-East Lansing, MI","817","Flaca","97"
"Avril Lavigne","Chloe","F","9","Cuevas","240.48281","paid","San Francisco-Oakland-Hayward, CA","816","When You're Gone","49"
"Metronomy","Chloe","F","10","Cuevas","315.24526","paid","San Francisco-Oakland-Hayward, CA","816","Heartbreaker [Discodeine Remix]","49"
"Andres Calamaro","Kate","F","7","Harrell","278.12526","paid","Lansing-East Lansing, MI","817","El Cantante","97"
"Good Clean Fun","Kate","F","8","Harrell","116.61016","paid","Lansing-East Lansing, MI","817","Its Fun To Be A Vampire&","97"
"Zero 7","Chloe","F","11","Cuevas","259.05587","paid","San Francisco-Oakland-Hayward, CA","816","Mr McGee","49"
"The Stranglers","Kate","F","9","Harrell","211.90485","paid","Lansing-East Lansing, MI","817","Golden Brown","97"
"Snow Patrol","Chloe","F","12","Cuevas","197.09342","paid","San Francisco-Oakland-Hayward, CA","816","Shut Your Eyes","49"
"Mondo Marcio","Kate","F","10","Harrell","218.06975","paid","Lansing-East Lansing, MI","817","Il Solo Rimasto","97"
"Curtis Mayfield","Chloe","F","13","Cuevas","284.99546","paid","San Francisco-Oakland-Hayward, CA","816","Hey_ Baby_ Give It To Me All","49"
"Enrique Iglesias","Kate","F","11","Harrell","301.87057","paid","Lansing-East Lansing, MI","817","Addicted","97"
"Steve Lukather","Chloe","F","14","Cuevas","355.73506","paid","San Francisco-Oakland-Hayward, CA","816","Jammin' With Jesus","49"
"Cocoa Brovas","Kate","F","12","Harrell","60.73424","paid","Lansing-East Lansing, MI","817","What They Call Him (Skit)","97"
"Carlos Y JosÃÂ©","Kate","F","13","Harrell","184.42404","paid","Lansing-East Lansing, MI","817","La Mata De Sandia","97"
"Stars","Kate","F","14","Harrell","225.90649","paid","Lansing-East Lansing, MI","817","Take Me To The Riot","97"
"Amy Winehouse","Chloe","F","15","Cuevas","200.22812","paid","San Francisco-Oakland-Hayward, CA","816","Fuck Me Pumps","49"
"Shakira","Kate","F","15","Harrell","145.84118","paid","Lansing-East Lansing, MI","817","Pienso En Ti","97"
"Modest Mouse","Chloe","F","16","Cuevas","274.62485","paid","San Francisco-Oakland-Hayward, CA","816","Fire It Up","49"
"Kings Of Leon","Kate","F","16","Harrell","231.81016","paid","Lansing-East Lansing, MI","817","Use Somebody","97"
"Jel","Chloe","F","17","Cuevas","217.36444","paid","San Francisco-Oakland-Hayward, CA","816","No Solution","49"
"Kashmir","Kate","F","17","Harrell","262.68689","paid","Lansing-East Lansing, MI","817","The Cynic","97"
"Tab Benoit","Chloe","F","18","Cuevas","221.09995","paid","San Francisco-Oakland-Hayward, CA","816","Jambalaya","49"
"Cartola","Kate","F","18","Harrell","127.242","paid","Lansing-East Lansing, MI","817","Tive Sim","97"
"Old Crow Medicine Show","Chloe","F","19","Cuevas","231.73179","paid","San Francisco-Oakland-Hayward, CA","816","Wagon Wheel","49"
"We The Kings","Kate","F","19","Harrell","155.42812","paid","Lansing-East Lansing, MI","817","Whoa","97"
"Nightwish","Kate","F","20","Harrell","259.34322","paid","Lansing-East Lansing, MI","817","Bye Bye Beautiful","97"
"Sisqo","Chloe","F","20","Cuevas","253.49179","paid","San Francisco-Oakland-Hayward, CA","816","Thong Song","49"
"Lil Wayne / Shanell","Ryann","F","0","Smith","216.81587","free","Palestine, TX","468","American Star","92"
"Carnifex","Kate","F","21","Harrell","253.43955","paid","Lansing-East Lansing, MI","817","Heartless","97"
"Metallica","Chloe","F","21","Cuevas","447.42485","paid","San Francisco-Oakland-Hayward, CA","816","One","49"
"El Coyote Y Su Banda Tierra Santa","Ava","F","0","Robinson","190.51057","free","New Haven-Milford, CT","694","Me Voy A Ir","50"
"Barrington Levy","Ryann","F","1","Smith","196.89556","free","Palestine, TX","468","Poor Man Style","92"
"Hot Chip","Ryann","F","2","Smith","280.5024","free","Palestine, TX","468","Don't Dance","92"
"LCD Soundsystem","Kate","F","22","Harrell","461.89669","paid","Lansing-East Lansing, MI","817","All My Friends","97"
"Marilyn Manson","Chloe","F","22","Cuevas","232.09751","paid","San Francisco-Oakland-Hayward, CA","816","Angel With The Scabbed Wings","49"
"Tommy James And The Shondells","Kate","F","23","Harrell","173.73995","paid","Lansing-East Lansing, MI","817","Hanky Panky (Mono)","97"
"Telefon Tel Aviv","Kate","F","24","Harrell","283.76771","paid","Lansing-East Lansing, MI","817","You Are The Worst Thing In The World","97"
"Kings Of Leon","Kate","F","25","Harrell","201.79546","paid","Lansing-East Lansing, MI","817","Revelry","97"
"Steve Hackett","Kate","F","26","Harrell","100.96281","paid","Lansing-East Lansing, MI","817","The Caretaker","97"
"The Crests","Kate","F","28","Harrell","182.88281","paid","Lansing-East Lansing, MI","817","16 Candles","97"
"Los Concorde","Kate","F","29","Harrell","234.1873","paid","Lansing-East Lansing, MI","817","Rompecabezas","97"
"The dB's","Kate","F","30","Harrell","118.41261","paid","Lansing-East Lansing, MI","817","Black And White","97"
"Octopus Project","Kate","F","31","Harrell","253.25669","paid","Lansing-East Lansing, MI","817","Marshall Examines His Carcass","97"
"Eminem","Celeste","F","0","Williams","248.58077","free","Klamath Falls, OR","626","Just Lose It","53"
"Candy Dulfer","Chloe","F","24","Cuevas","244.00934","paid","San Francisco-Oakland-Hayward, CA","816","Big Girl","49"
"Matt Nathanson","Kate","F","32","Harrell","248.55465","paid","Lansing-East Lansing, MI","817","Sing Me Sweet","97"
"Sam Paglia","Chloe","F","25","Cuevas","106.70975","paid","San Francisco-Oakland-Hayward, CA","816","The Day Lo Bianco Left Sicily","49"
"David Bromberg","Kate","F","33","Harrell","146.36363","paid","Lansing-East Lansing, MI","817","Sheebeg And Sheemore","97"
"John Mayer","Chloe","F","26","Cuevas","321.09669","paid","San Francisco-Oakland-Hayward, CA","816","St. Patrick's Day","49"
"Daft Punk","Kate","F","34","Harrell","199.94077","paid","Lansing-East Lansing, MI","817","Human After All","97"
"Il Divo","Kate","F","35","Harrell","229.8771","paid","Lansing-East Lansing, MI","817","Unchained Melody (Senza Catene)","97"
"Van Der Graaf Generator","Chloe","F","27","Cuevas","594.57261","paid","San Francisco-Oakland-Hayward, CA","816","Killer","49"
"Kardinal Offishall / Rihanna","Kate","F","36","Harrell","223.00689","paid","Lansing-East Lansing, MI","817","Numba 1 (Tide Is High)","97"
"Ghostland Observatory","Kate","F","37","Harrell","266.10893","paid","Lansing-East Lansing, MI","817","Club Soda (Album)","97"
"Guus Meeuwis","Chloe","F","28","Cuevas","219.19302","paid","San Francisco-Oakland-Hayward, CA","816","Laat Mij In Die Waan","49"
"John Mayer","Kate","F","38","Harrell","263.57506","paid","Lansing-East Lansing, MI","817","Free Fallin'","97"
"Support Lesbiens","Chloe","F","29","Cuevas","195.26485","paid","San Francisco-Oakland-Hayward, CA","816","Fisherman's Friend","49"
"Sauce Money Featuring Memphis Bleek","Kate","F","39","Harrell","280.21506","paid","Lansing-East Lansing, MI","817","What We Do (Explicit) (Feat. Memphis Bleek)","97"
"Carmen Consoli","Chloe","F","30","Cuevas","288.7571","paid","San Francisco-Oakland-Hayward, CA","816","Piccolo Cesare","49"
"Mac Lethal","Kate","F","40","Harrell","238.99383","paid","Lansing-East Lansing, MI","817","Know it All","97"
"The Dear Hunter","Chloe","F","31","Cuevas","228.85832","paid","San Francisco-Oakland-Hayward, CA","816","Blood Of The Rose","49"
"Gaelic Storm","Kate","F","41","Harrell","163.23873","paid","Lansing-East Lansing, MI","817","Tell Me Ma","97"
"Espers","Chloe","F","32","Cuevas","598.282","paid","San Francisco-Oakland-Hayward, CA","816","Flaming Telepaths","49"
"Craig David","Kate","F","42","Harrell","184.47628","paid","Lansing-East Lansing, MI","817","One More Lie (Standing In The Shadows)","97"
"La Monja Enana","Kate","F","43","Harrell","144.43057","paid","Lansing-East Lansing, MI","817","VillapingÃÂ¼ino","97"
"The White Stripes","Kate","F","44","Harrell","231.81016","paid","Lansing-East Lansing, MI","817","Seven Nation Army (Album Version)","97"
"Disturbed","Chloe","F","33","Cuevas","226.01098","paid","San Francisco-Oakland-Hayward, CA","816","The Game (Amended Version)","49"
"Silent Stream Of Godless Elegy","Kate","F","45","Harrell","412.83873","paid","Lansing-East Lansing, MI","817","TvÃÂ¡rÃÂ­ v TvÃÂ¡r","97"
"Skream","Chloe","F","34","Cuevas","258.45506","paid","San Francisco-Oakland-Hayward, CA","816","Tortured Soul","49"
"Kings Of Leon","Chloe","F","35","Cuevas","136.54159","paid","San Francisco-Oakland-Hayward, CA","816","Molly's Chambers","49"
"Florence + The Machine","Kate","F","46","Harrell","185.3122","paid","Lansing-East Lansing, MI","817","I'm Not Calling You A Liar","97"
"Joy Division","Chloe","F","36","Cuevas","380.89098","paid","San Francisco-Oakland-Hayward, CA","816","The Eternal","49"
"Iam","Kate","F","47","Harrell","278.22975","paid","Lansing-East Lansing, MI","817","Une Femme Seule","97"
"Adina Howard","Kate","F","48","Harrell","236.40771","paid","Lansing-East Lansing, MI","817","Horny For Your Love (LP Version)","97"
"David Darling","Chloe","F","37","Cuevas","313.0771","paid","San Francisco-Oakland-Hayward, CA","816","Minor Blue","49"
"Cloud Cult","Chloe","F","38","Cuevas","260.25751","paid","San Francisco-Oakland-Hayward, CA","816","May Your Hearts Stay Strong","49"
"FRANK T","Chloe","F","39","Cuevas","24.60689","paid","San Francisco-Oakland-Hayward, CA","816","Ele","49"
"Alceu ValenÃÂ§a","Chloe","F","40","Cuevas","162.58567","paid","San Francisco-Oakland-Hayward, CA","816","Recado Falado (MetrÃÂ´ Da Saudade)","49"
"Tom Waits","Chloe","F","41","Cuevas","190.92853","paid","San Francisco-Oakland-Hayward, CA","816","Flash Pan Hunter","49"
"Third World","Jayden","M","1","Bell","268.79955","free","Dallas-Fort Worth-Arlington, TX","645","1865 (96ÃÂº In The Shade)","91"
"Jill Scott","Chloe","F","42","Cuevas","108.69506","paid","San Francisco-Oakland-Hayward, CA","816","Crown Royal","49"
"The Temptations","Chloe","F","43","Cuevas","246.88281","paid","San Francisco-Oakland-Hayward, CA","816","Ball Of Confusion (That's What The World Is Today)","49"
"Selena Gomez & The Scene","Jayden","M","2","Bell","241.91955","free","Dallas-Fort Worth-Arlington, TX","645","Naturally","91"
"Incubus","Chloe","F","44","Cuevas","289.54077","paid","San Francisco-Oakland-Hayward, CA","816","Warning","49"
"Lily Allen","Jayden","M","3","Bell","240.19546","free","Dallas-Fort Worth-Arlington, TX","645","Littlest Things (Live At The Astoria)","91"
"Band Of Horses","Chloe","F","45","Cuevas","207.5424","paid","San Francisco-Oakland-Hayward, CA","816","Compliments","49"
"Stephan Micus","Chloe","F","46","Cuevas","170.94485","paid","San Francisco-Oakland-Hayward, CA","816","Shen Khar Venakhi","49"
"Pavement","Chloe","F","47","Cuevas","99.16036","paid","San Francisco-Oakland-Hayward, CA","816","Mercy:The Laundromat","49"
"Manolo Otero","Chloe","F","48","Cuevas","253.75302","paid","San Francisco-Oakland-Hayward, CA","816","QuÃÂ© He De Hacer Para Olvidarte","49"
"Randy Crawford","Chloe","F","49","Cuevas","263.33995","paid","San Francisco-Oakland-Hayward, CA","816","Rainy Night In Georgia (Album Version )","49"
"Parkway Drive","Chloe","F","50","Cuevas","338.99057","paid","San Francisco-Oakland-Hayward, CA","816","Horizons","49"
"Radiohead","Chloe","F","51","Cuevas","267.20608","paid","San Francisco-Oakland-Hayward, CA","816","Subterranean Homesick Alien","49"
"Kid Rock","Lily","F","1","Koch","296.95955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","All Summer Long (Album Version)","15"
"Ray LaMontagne","Lily","F","2","Koch","235.15383","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Barfly","15"
"CSS","Lily","F","3","Koch","191.42485","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Meeting Paris Hilton (Album)","15"
"Jason Mraz","Lily","F","4","Koch","252.39465","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Live High (Album Version)","15"
"Elena","Lily","F","5","Koch","269.58322","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Setanta matins","15"
"Bullet For My Valentine","Lily","F","6","Koch","258.2722","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Her Voice Resides","15"
"Deepest Blue","Lily","F","7","Koch","210.54649","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Deepest Blue","15"
"Laurie Berkner","Lily","F","8","Koch","132.67546","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","The Crabs","15"
"Cake","Lily","F","9","Koch","190.32771","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Jesus Wrote a Blank Check","15"
"Lara & Reyes","Lily","F","10","Koch","277.41995","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","El Castillo","15"
"LL Cool J","Lily","F","11","Koch","248.68526","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Around The Way Girl","15"
"El Canto del Loco","Lily","F","12","Koch","226.0371","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","La Suerte De Mi Vida","15"
"Five Iron Frenzy","Lily","F","13","Koch","236.09424","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Canada","15"
"Kajagoogoo","Lily","F","14","Koch","223.55546","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Too Shy","15"
"Sin Animo De Lucro","Lily","F","15","Koch","212.1922","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Dime Tu","15"
"Slayer","Lily","F","16","Koch","233.45587","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Ghosts Of War","15"
"The Maine","Lily","F","17","Koch","209.00526","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","You Left Me","15"
"Kate Winslet","Lily","F","18","Koch","106.73587","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","What If (Film Version)","15"
"Bertine Zetlitz","Lily","F","19","Koch","246.30812","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Snow On A Hot Day","15"
"Christopher O'Riley","Lily","F","20","Koch","337.91955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","paranoid android","15"
"Kanye West","Lily","F","21","Koch","274.41587","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","RoboCop","15"
"Joy Division","Lily","F","22","Koch","170.94485","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Digital","15"
"Al Green","Lily","F","23","Koch","133.58975","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","I Say A Little Prayer","15"
"Cage The Elephant","Lily","F","24","Koch","228.0224","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Back Against The Wall","15"
"George Jones","Lily","F","25","Koch","146.85995","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","She's My Rock","15"
"Aly & AJ","Lily","F","26","Koch","150.59546","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Like Whoa","15"
"Beck","Lily","F","27","Koch","211.1473","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Girl","15"
"The Decemberists","Lily","F","28","Koch","313.65179","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Sons & Daughters","15"
"Rammstein","Lily","F","29","Koch","256.28689","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","MOSKAU","15"
"Melody Gardot","Lily","F","30","Koch","261.32853","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Worrisome Heart","15"
"ENUR Feat NATASJA","Lily","F","31","Koch","230.63465","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Calabria 2007","15"
"AFI","Lily","F","32","Koch","328.72444","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Affliction","15"
"Edward Sharpe & The Magnetic Zeros","Lily","F","33","Koch","306.31138","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Home","15"
"Martina Topley Bird","Lily","F","34","Koch","177.08363","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Poison","15"
"Ben Jelen","Lily","F","35","Koch","226.55955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Come On (Album Version)","15"
"Florence + The Machine","Theodore","M","0","Smith","131.3171","free","Houston-The Woodlands-Sugar Land, TX","796","Kiss With A Fist","52"
"3 Doors Down","Lily","F","36","Koch","237.13914","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Here Without You","15"
"Jackson Browne","Lily","F","37","Koch","367.35955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Sky Blue And Black (LP Version)","15"
"N.E.R.D. FEATURING MALICE","Jayden","M","0","Fox","288.9922","free","New Orleans-Metairie, LA","184","Am I High (Feat. Malice)","101"
"Death Cab for Cutie","Stefany","F","1","White","216.42404","free","Lubbock, TX","82","A Lack Of Color (Album Version)","83"
"Tracy Gang Pussy","Stefany","F","2","White","221.33506","free","Lubbock, TX","82","I Have A Wish","83"
"Skillet","Kevin","M","0","Arellano","178.02404","free","Harrisburg-Carlisle, PA","153","Monster (Album Version)","66"
"Dance Gavin Dance","Marina","F","0","Sutton","218.46159","free","Salinas, CA","47","Uneasy Hearts Weigh The Most","48"
"Dalto","Aiden","M","1","Hess","190.40608","free","La Crosse-Onalaska, WI-MN","170","Falta Te Dizer","86"
"Kanye West","Makinley","F","0","Jones","278.88281","free","Chicago-Naperville-Elgin, IL-IN-WI","118","Family Business","17"
"Jason Mraz & Colbie Caillat","Kevin","M","0","Arellano","189.6224","free","Harrisburg-Carlisle, PA","187","Lucky (Album Version)","66"
"Liz Callaway","Lily","F","0","Koch","175.43791","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Journey To The Past  (LP Version)","15"
"The Decemberists","Lily","F","1","Koch","242.59873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything I Try to Do_ Nothing Seems to Turn Out Right","15"
"Christina Aguilera","Lily","F","2","Koch","254.48444","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Impossible","15"
"OneRepublic","Lily","F","3","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Secrets","15"
"Cat Stevens","Kynnedi","F","1","Sanchez","200.202","free","Cedar Rapids, IA","88","Wild World","89"
"Brett Dennen","Lily","F","4","Koch","179.66975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","World Keeps Turning","15"
"Godsmack","Lily","F","5","Koch","208.24771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Greed","15"
"Anis","Lily","F","6","Koch","246.59546","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Swing Javanaise","15"
"Tiziano Ferro","Lily","F","7","Koch","251.42812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ed Ero Contentissimo","15"
"Kylie Auldist","Lily","F","8","Koch","265.92608","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ship Inside A Bottle","15"
"Benga","Lily","F","9","Koch","286.17098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Cut","15"
"T. Rex","Lily","F","10","Koch","132.85832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ride A White Swan","15"
"Mexican Institute of Sound","Lily","F","11","Koch","278.04689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mirando a Las Muchachas","15"
"Velour 100","Lily","F","12","Koch","202.29179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Clouds (Of Color Bright Album Version)","15"
"Maria de Barros","Lily","F","13","Koch","276.29669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Riberonzinha","15"
"Toby Keith","Lily","F","14","Koch","177.162","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Big Blue Note","15"
"Marques Houston","Lily","F","15","Koch","264.98567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Naked","15"
"Commit Suicide","Lily","F","16","Koch","105.482","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","In All This Revelation","15"
"Smile Empty Soul","Lily","F","17","Koch","218.61832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Bottom of a Bottle (Explicit Album Version)","15"
"Amy Winehouse","Lily","F","18","Koch","221.1522","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Wake Up Alone","15"
"Eyehategod","Lily","F","19","Koch","155.66322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sisterfucker (part Ii)","15"
"Sunidhi Chauhan / Anu Malik / Jatin Sharma","Lily","F","20","Koch","319.32036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Dekh Le","15"
"Blondie","Lily","F","21","Koch","127.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little Girl Lies (2001 Digital Remaster)","15"
"She & Him","Lily","F","23","Koch","167.83628","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Got Me","15"
